id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,119034,1588,0,331,918,1710.0,151.875,1.0385899543762207,0.9897089004516602,0,0,1920,1080
1,64899,0,227,141,583,30.0,793.125,1.037150263786316,0.9874659180641174,0,0,1920,1080
2,94115,1047,520,252,546,1230.0,928.125,1.0186684131622314,0.9935185313224792,0,0,1920,1080
3,149748,129,703,1129,374,270.0,995.625,1.0121058225631714,0.9549881815910339,0,0,1920,1080
4,16371,0,897,127,182,90.0,995.625,1.0089037418365479,0.9878441691398621,0,0,1920,1080
5,402594,1181,70,595,1009,1650.0,388.125,1.006303071975708,0.9891141653060913,0,0,1920,1080
6,120899,973,109,358,734,990.0,523.125,1.0060161352157593,0.9734676480293274,0,0,1920,1080
7,7765,673,365,76,102,690.0,388.125,1.0055599212646484,0.9978126883506775,0,0,1920,1080
8,16089,848,0,164,102,930.0,84.375,1.0034617185592651,0.9857442378997803,0,0,1920,1080
9,7634,1788,990,131,89,1890.0,1029.375,1.0030354261398315,0.9800363183021545,0,0,1920,1080
10,32243,1772,535,111,390,1830.0,860.625,1.0019854307174683,0.9865385293960571,0,0,1920,1080
11,144130,115,268,398,469,150.0,320.625,1.0011117458343506,0.9832457304000854,0,0,1920,1080
12,29049,540,0,312,101,630.0,50.625,1.0006557703018188,0.9900555610656738,0,0,1920,1080
13,3606,931,1055,185,24,990.0,1063.125,1.0000475645065308,0.9895143508911133,0,0,1920,1080
14,6540,511,958,90,121,570.0,995.625,0.999328076839447,0.9845290184020996,0,0,1920,1080
15,127291,0,0,443,347,90.0,219.375,0.9990718960762024,0.9866021871566772,0,0,1920,1080
16,13738,1264,954,204,125,1290.0,995.625,0.9968271255493164,0.9927473068237305,0,0,1920,1080
17,7253,795,364,72,101,810.0,388.125,0.9958609938621521,0.9942236542701721,0,0,1920,1080
18,25273,635,827,420,117,990.0,860.625,0.9956817030906677,0.9841712713241577,0,0,1920,1080
19,12048,439,797,58,236,450.0,894.375,0.9953494071960449,0.9885313510894775,0,0,1920,1080
20,144360,649,209,310,546,750.0,590.625,0.9952139854431152,0.9762898087501526,0,0,1920,1080
21,121009,655,147,676,824,1170.0,388.125,0.9942152500152588,0.9741243720054626,0,0,1920,1080
22,144149,1574,159,198,917,1590.0,421.875,0.9931221008300781,0.9785407781600952,0,0,1920,1080
23,8158,677,831,137,84,750.0,894.375,0.9927421808242798,0.9856290221214294,0,0,1920,1080
24,127690,0,0,444,777,270.0,16.875,0.9915564060211182,0.9899957776069641,0,0,1920,1080
25,9810,1460,104,234,88,1530.0,151.875,0.9904344081878662,0.9806158542633057,0,0,1920,1080
26,1751,1191,0,68,26,1230.0,16.875,0.988968551158905,0.9909090995788574,0,0,1920,1080
27,44991,1180,159,142,816,1290.0,928.125,0.9883489608764648,0.964673638343811,0,0,1920,1080
28,3773,767,86,65,73,810.0,151.875,0.9877195358276367,0.9829217195510864,0,0,1920,1080
29,13939,511,817,146,262,570.0,995.625,0.9868916273117065,0.9786463975906372,0,0,1920,1080
30,4633,263,701,72,83,330.0,759.375,0.9857911467552185,0.9888436198234558,0,0,1920,1080
31,13327,1595,969,194,110,1710.0,1029.375,0.9853244423866272,0.9763616323471069,0,0,1920,1080
32,43985,527,92,805,145,690.0,118.125,0.9812262058258057,0.9640090465545654,0,0,1920,1080
33,7673,667,266,103,76,750.0,286.875,0.9811985492706299,0.9825671315193176,0,0,1920,1080
34,1261,1135,0,55,23,1170.0,16.875,0.9808983206748962,0.9873816967010498,0,0,1920,1080
35,764,16,0,35,26,30.0,16.875,0.9802444577217102,0.9960835576057434,0,0,1920,1080
36,1780,1019,527,31,59,1050.0,556.875,0.9798069000244141,0.9822320938110352,0,0,1920,1080
37,35408,385,756,127,323,450.0,1063.125,0.9795589447021484,0.9822843074798584,0,0,1920,1080
38,17712,1776,915,143,164,1890.0,1029.375,0.9778345823287964,0.9770596027374268,0,0,1920,1080
39,2566,666,215,97,28,690.0,219.375,0.9774973392486572,0.9879518151283264,0,0,1920,1080
40,4727,1453,3,179,50,1470.0,50.625,0.9771219491958618,0.9844798445701599,0,0,1920,1080
41,34660,1332,4,307,237,1470.0,84.375,0.9763579368591309,0.9752664566040039,0,0,1920,1080
42,2554,466,0,61,68,510.0,16.875,0.9747506976127625,0.9752609133720398,0,0,1920,1080
43,27792,1015,13,350,97,1050.0,84.375,0.9709069728851318,0.9618839025497437,0,0,1920,1080
44,2481,1528,48,66,74,1530.0,50.625,0.9707620739936829,0.9670111536979675,0,0,1920,1080
45,3808,1191,0,142,29,1230.0,16.875,0.9703526496887207,0.9828169941902161,0,0,1920,1080
46,46232,516,97,119,546,570.0,219.375,0.969923734664917,0.9332192540168762,0,0,1920,1080
47,7259,569,817,88,215,630.0,928.125,0.9690201282501221,0.9711878299713135,0,0,1920,1080
48,89278,5,747,600,330,330.0,793.125,0.9675846099853516,0.9716435670852661,0,0,1920,1080
49,34303,53,796,335,237,210.0,860.625,0.9667285084724426,0.9503873586654663,0,0,1920,1080
50,6706,1375,0,142,83,1410.0,16.875,0.9666772484779358,0.9802213907241821,0,0,1920,1080
51,4165,1590,106,105,58,1650.0,151.875,0.9666354656219482,0.9809795618057251,0,0,1920,1080
52,3108,1016,13,41,80,1050.0,84.375,0.9657431244850159,0.9783989787101746,0,0,1920,1080
53,7211,87,11,100,164,150.0,118.125,0.965131402015686,0.978076159954071,0,0,1920,1080
54,16280,983,651,111,198,1050.0,691.875,0.9649654030799866,0.9839210510253906,0,0,1920,1080
55,3278,668,272,49,68,690.0,320.625,0.9645000696182251,0.9749698638916016,0,0,1920,1080
56,1220,926,0,22,61,930.0,16.875,0.964123010635376,0.9837793707847595,0,0,1920,1080
57,30868,296,782,759,178,750.0,928.125,0.9626970291137695,0.9259143471717834,0,0,1920,1080
58,2274,1338,35,33,74,1350.0,84.375,0.961694598197937,0.9864391684532166,0,0,1920,1080
59,1859,1716,1051,73,28,1770.0,1063.125,0.9610550403594971,0.9866310358047485,0,0,1920,1080
60,17375,1654,803,149,214,1770.0,995.625,0.9587905406951904,0.9295453429222107,0,0,1920,1080
61,8535,1654,927,138,90,1710.0,961.875,0.9581218361854553,0.9529855847358704,0,0,1920,1080
62,208254,1321,162,254,914,1530.0,826.875,0.9578839540481567,0.9675546884536743,0,0,1920,1080
63,2945,371,671,82,61,390.0,725.625,0.9578467607498169,0.9781292080879211,0,0,1920,1080
64,3398,720,271,49,70,750.0,320.625,0.9576744437217712,0.980977475643158,0,0,1920,1080
65,2224,1263,0,73,32,1290.0,16.875,0.9563730359077454,0.9750000238418579,0,0,1920,1080
66,1224,432,668,38,42,450.0,691.875,0.9540945291519165,0.9846402406692505,0,0,1920,1080
67,357,1809,1060,21,19,1830.0,1063.125,0.954083263874054,0.9751381278038025,0,0,1920,1080
68,9074,1815,927,104,105,1830.0,995.625,0.9538988471031189,0.9634658694267273,0,0,1920,1080
69,23898,127,967,421,111,150.0,1029.375,0.9534282684326172,0.9247376322746277,0,0,1920,1080
70,10498,415,685,204,72,450.0,725.625,0.952303409576416,0.9643692374229431,0,0,1920,1080
71,11877,508,786,122,186,570.0,826.875,0.9512509107589722,0.9736776351928711,0,0,1920,1080
72,14305,531,252,83,202,570.0,421.875,0.9507722854614258,0.9517603516578674,0,0,1920,1080
73,6752,87,44,158,169,150.0,151.875,0.9502587914466858,0.9531680345535278,0,0,1920,1080
74,4397,542,257,60,80,570.0,320.625,0.9465070962905884,0.9610999226570129,0,0,1920,1080
75,146980,529,145,555,611,750.0,624.375,0.9446600675582886,0.9431290626525879,0,0,1920,1080
76,7491,459,569,136,131,570.0,624.375,0.9446424245834351,0.9498961567878723,0,0,1920,1080
77,1701,0,843,61,46,30.0,860.625,0.9441189765930176,0.9888758659362793,0,0,1920,1080
78,692,1101,0,34,20,1110.0,16.875,0.9429677128791809,0.9856733679771423,0,0,1920,1080
79,11095,518,453,100,142,570.0,489.375,0.9427787661552429,0.9601621627807617,0,0,1920,1080
80,6756,1678,863,104,81,1710.0,894.375,0.942190945148468,0.978614330291748,0,0,1920,1080
81,2378,618,239,15,172,630.0,253.125,0.941199541091919,0.9693073630332947,0,0,1920,1080
82,15797,667,220,103,247,690.0,455.625,0.9406661987304688,0.9652795195579529,0,0,1920,1080
83,1002,446,77,39,64,450.0,84.375,0.93899005651474,0.9753937125205994,0,0,1920,1080
84,4010,0,727,141,84,90.0,759.375,0.9366565942764282,0.9611626863479614,0,0,1920,1080
85,557,1881,994,38,18,1890.0,995.625,0.9356568455696106,0.978723406791687,0,0,1920,1080
86,1135,1336,0,34,34,1350.0,16.875,0.9328002333641052,0.9739809036254883,0,0,1920,1080
87,6208,540,0,74,92,570.0,16.875,0.9273740649223328,0.9771893620491028,0,0,1920,1080
88,227269,18,269,534,807,270.0,388.125,0.9244385957717896,0.9132919311523438,0,0,1920,1080
89,693,619,240,12,59,630.0,286.875,0.9232119917869568,0.9785714149475098,0,0,1920,1080
90,473,618,732,37,33,630.0,759.375,0.9215423464775085,0.9708939790725708,0,0,1920,1080
91,5008,1194,223,134,81,1290.0,253.125,0.9214218854904175,0.9395934343338013,0,0,1920,1080
92,19782,297,752,332,219,510.0,894.375,0.9208992719650269,0.9371338486671448,0,0,1920,1080
93,26595,440,0,86,483,510.0,118.125,0.9201973676681519,0.9417935013771057,0,0,1920,1080
94,2726,181,843,142,74,210.0,894.375,0.9184182286262512,0.9464285969734192,0,0,1920,1080
