id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,73140,135,195,734,180,678.671875,252.625,1.0193196535110474,0.975712239742279,0,0,1241,376
1,10818,0,262,306,50,174.515625,299.625,1.0157090425491333,0.9683607816696167,0,0,1241,376
2,1521,1172,346,68,29,1182.828125,370.125,1.0000404119491577,0.9921414256095886,0,0,1241,376
3,10261,0,306,262,68,135.734375,334.875,0.9989334344863892,0.9858964681625366,0,0,1241,376
4,24411,646,0,464,261,833.796875,17.625,0.9982736110687256,0.9546800255775452,0,0,1241,376
5,18482,464,0,188,163,562.328125,123.375,0.9969592690467834,0.9738776087760925,0,0,1241,376
6,11485,1092,203,148,103,1182.828125,287.875,0.9945645928382874,0.9664790034294128,0,0,1241,376
7,7246,201,194,167,64,290.859375,240.875,0.9906561374664307,0.9673264622688293,0,0,1241,376
8,3110,701,221,124,34,795.015625,240.875,0.9880975484848022,0.9824617505073547,0,0,1241,376
9,21449,266,0,216,189,368.421875,146.875,0.9853154420852661,0.9758625626564026,0,0,1241,376
10,1941,1206,74,34,64,1221.609375,99.875,0.9840933680534363,0.9729315638542175,0,0,1241,376
11,10150,970,150,270,92,1182.828125,182.125,0.9802061319351196,0.9492011666297913,0,0,1241,376
12,19950,893,0,347,144,988.921875,135.125,0.9795495271682739,0.957568347454071,0,0,1241,376
13,9248,969,121,190,72,988.921875,158.625,0.977841854095459,0.9790149927139282,0,0,1241,376
14,23396,0,0,211,272,19.390625,123.375,0.9773005843162537,0.9367130398750305,0,0,1241,376
15,44491,835,204,405,170,1144.046875,299.625,0.9760526418685913,0.9641770124435425,0,0,1241,376
16,1451,1159,92,27,54,1182.828125,99.875,0.9716411828994751,0.9714673757553101,0,0,1241,376
17,8337,611,7,97,195,678.671875,170.375,0.9698199033737183,0.952023446559906,0,0,1241,376
18,2240,1155,0,47,49,1182.828125,5.875,0.9687130451202393,0.9880425333976746,0,0,1241,376
19,13087,641,0,163,223,756.234375,76.375,0.9656825065612793,0.9615845680236816,0,0,1241,376
20,26041,269,0,431,188,290.859375,5.875,0.964052140712738,0.9521558284759521,0,0,1241,376
21,5063,394,74,99,111,407.203125,111.625,0.9620903134346008,0.9723358750343323,0,0,1241,376
22,914,794,116,19,49,795.015625,135.125,0.9602879285812378,0.988043487071991,0,0,1241,376
23,1653,419,183,62,37,445.984375,205.625,0.9583067893981934,0.970202624797821,0,0,1241,376
24,36641,467,0,773,161,988.921875,135.125,0.9580310583114624,0.9653052091598511,0,0,1241,376
25,818,168,295,89,13,213.296875,299.625,0.9572689533233643,0.984280526638031,0,0,1241,376
26,209,1158,147,26,8,1182.828125,146.875,0.9564929604530334,0.9857819676399231,0,0,1241,376
27,446,214,138,16,37,213.296875,170.375,0.9540969133377075,0.9844789505004883,0,0,1241,376
28,499,326,232,25,22,329.640625,252.625,0.9518722295761108,0.988095223903656,0,0,1241,376
29,620,211,235,32,24,213.296875,252.625,0.9489148855209351,0.9760383367538452,0,0,1241,376
30,2066,377,190,62,47,407.203125,217.375,0.9470232725143433,0.9699283838272095,0,0,1241,376
31,427,137,150,18,25,135.734375,158.625,0.9468662738800049,0.9837209582328796,0,0,1241,376
32,3653,1082,75,81,64,1105.265625,99.875,0.9458685517311096,0.9708895087242126,0,0,1241,376
33,1103,776,224,49,31,795.015625,240.875,0.9449333548545837,0.9855855703353882,0,0,1241,376
34,1527,54,217,36,45,58.171875,229.125,0.9444859027862549,0.9857235550880432,0,0,1241,376
35,817,367,163,32,28,368.421875,182.125,0.944116473197937,0.9794933795928955,0,0,1241,376
36,1995,537,227,43,148,562.328125,287.875,0.9418209195137024,0.973710298538208,0,0,1241,376
37,3213,701,157,123,98,756.234375,240.875,0.9408643841743469,0.9032351970672607,0,0,1241,376
38,5374,50,121,89,97,135.734375,205.625,0.9385718107223511,0.9494748115539551,0,0,1241,376
39,31997,540,197,314,178,562.328125,334.875,0.937574028968811,0.9460234045982361,0,0,1241,376
40,206,137,129,24,9,135.734375,135.125,0.936393678188324,0.9760765433311462,0,0,1241,376
41,2385,89,216,77,42,96.953125,229.125,0.936288595199585,0.9574989676475525,0,0,1241,376
42,726,1014,120,37,25,1027.703125,146.875,0.9344605803489685,0.9890260696411133,0,0,1241,376
43,1348,639,170,39,42,639.890625,205.625,0.9343773722648621,0.9628279805183411,0,0,1241,376
44,2143,246,200,54,49,252.078125,240.875,0.9333704710006714,0.977869987487793,0,0,1241,376
45,732,268,144,24,32,290.859375,158.625,0.9290181398391724,0.9715061187744141,0,0,1241,376
46,38756,171,0,1069,235,484.765625,64.625,0.9288418889045715,0.9427486658096313,0,0,1241,376
47,46309,49,0,352,256,213.296875,205.625,0.9265936613082886,0.9038751125335693,0,0,1241,376
48,517,659,203,47,13,678.671875,205.625,0.9250774383544922,0.9807692170143127,0,0,1241,376
49,930,969,206,33,30,988.921875,217.375,0.9239173531532288,0.9734607338905334,0,0,1241,376
50,3091,1002,202,90,43,1066.484375,217.375,0.9225932359695435,0.927409291267395,0,0,1241,376
51,268,447,160,13,21,445.984375,170.375,0.921110987663269,0.9776951670646667,0,0,1241,376
52,201,713,142,6,29,717.453125,158.625,0.9203304648399353,0.9802955389022827,0,0,1241,376
53,4083,0,216,167,46,96.953125,252.625,0.9196454286575317,0.9442864060401917,0,0,1241,376
54,698,1082,0,69,20,1105.265625,5.875,0.9190704226493835,0.9689265489578247,0,0,1241,376
55,1597,835,102,27,60,833.796875,123.375,0.9179116487503052,0.9906367063522339,0,0,1241,376
56,7675,394,75,175,143,407.203125,111.625,0.9170081615447998,0.9062849879264832,0,0,1241,376
57,1640,518,131,53,45,562.328125,146.875,0.9146897792816162,0.9616766571998596,0,0,1241,376
58,12166,0,258,338,113,174.515625,276.125,0.9136396646499634,0.9104825258255005,0,0,1241,376
59,666,1173,363,67,12,1182.828125,370.125,0.9115517139434814,0.9617646932601929,0,0,1241,376
60,5132,250,85,65,119,290.859375,135.125,0.9104280471801758,0.9568702578544617,0,0,1241,376
