id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,380627,124,0,1475,376,1175.0,210.9375,1.0156846046447754,0.9610925912857056,0,0,1600,900
1,24598,72,686,154,213,75.0,885.9375,1.0148736238479614,0.9861133694648743,0,0,1600,900
2,3546,1257,16,145,40,1325.0,42.1875,1.0089579820632935,0.9924178719520569,0,0,1600,900
3,5467,0,820,75,79,75.0,829.6875,1.00774085521698,0.9858155846595764,0,0,1600,900
4,2039,1259,113,67,35,1325.0,126.5625,1.0073268413543701,0.9795421361923218,0,0,1600,900
5,380706,205,506,1394,391,775.0,660.9375,1.0056101083755493,0.9594825506210327,0,0,1600,900
6,112191,0,0,512,420,375.0,267.1875,1.0040241479873657,0.9887202382087708,0,0,1600,900
7,3781,1326,844,134,55,1425.0,885.9375,1.0035107135772705,0.9928815960884094,0,0,1600,900
8,2899,551,253,98,30,575.0,267.1875,1.0014487504959106,0.9879931211471558,0,0,1600,900
9,110442,821,742,778,155,975.0,745.3125,0.9998137354850769,0.9797456860542297,0,0,1600,900
10,4032,1383,0,216,44,1575.0,42.1875,0.9989114999771118,0.9321470856666565,0,0,1600,900
11,328452,0,2,547,894,225.0,801.5625,0.9956979751586914,0.9064468741416931,0,0,1600,900
12,3815,197,489,126,32,275.0,492.1875,0.9949983954429626,0.9882628917694092,0,0,1600,900
13,36304,1073,518,526,172,1225.0,576.5625,0.9949716329574585,0.9806082248687744,0,0,1600,900
14,66610,837,632,762,119,1025.0,660.9375,0.9927091598510742,0.9609041213989258,0,0,1600,900
15,5369,0,213,59,106,25.0,267.1875,0.9923301339149475,0.9918367266654968,0,0,1600,900
16,32248,1322,344,277,218,1525.0,520.3125,0.9874032139778137,0.9826324582099915,0,0,1600,900
17,17581,0,689,132,209,25.0,745.3125,0.9864379167556763,0.9824541807174683,0,0,1600,900
18,73341,1074,344,525,345,1325.0,576.5625,0.9856855869293213,0.9627154469490051,0,0,1600,900
19,3198,0,555,37,114,25.0,576.5625,0.9840059876441956,0.993453860282898,0,0,1600,900
20,7996,1367,0,232,331,1525.0,14.0625,0.9804360270500183,0.954984724521637,0,0,1600,900
21,6693,718,540,147,359,775.0,773.4375,0.9796760678291321,0.9768025875091553,0,0,1600,900
22,6362,788,548,64,351,825.0,717.1875,0.9784218668937683,0.9775910377502441,0,0,1600,900
23,6544,949,316,75,130,975.0,435.9375,0.9784202575683594,0.9676886200904846,0,0,1600,900
24,33445,847,510,425,125,1025.0,520.3125,0.974495530128479,0.9680265784263611,0,0,1600,900
25,9174,1239,296,107,251,1275.0,351.5625,0.9717193841934204,0.9458164572715759,0,0,1600,900
26,6655,258,522,61,135,275.0,604.6875,0.9715197086334229,0.9835894107818604,0,0,1600,900
27,850,1297,117,30,31,1325.0,126.5625,0.9712641835212708,0.9813302159309387,0,0,1600,900
28,8994,65,328,34,377,75.0,660.9375,0.9685647487640381,0.9720210433006287,0,0,1600,900
29,1581,633,339,43,54,675.0,379.6875,0.9682156443595886,0.9830721020698547,0,0,1600,900
30,29646,923,247,377,138,1275.0,295.3125,0.9677920341491699,0.9434673190116882,0,0,1600,900
31,1260,59,280,34,48,75.0,323.4375,0.9672576785087585,0.9842146635055542,0,0,1600,900
32,14745,1416,175,118,398,1475.0,295.3125,0.9649518728256226,0.971174418926239,0,0,1600,900
33,142986,0,310,498,412,125.0,351.5625,0.964240550994873,0.951353132724762,0,0,1600,900
34,2268,1342,135,257,37,1475.0,154.6875,0.9639925360679626,0.9825783967971802,0,0,1600,900
35,3567,675,350,94,38,725.0,379.6875,0.9634333848953247,0.9908000826835632,0,0,1600,900
36,5101,1289,632,310,109,1475.0,689.0625,0.9609776139259338,0.9681958556175232,0,0,1600,900
37,8335,284,302,100,92,325.0,323.4375,0.9594229459762573,0.9766499996185303,0,0,1600,900
38,1331,810,147,52,28,825.0,154.6875,0.9573714137077332,0.988041877746582,0,0,1600,900
39,3270,1491,331,108,54,1525.0,351.5625,0.9570247530937195,0.9741119742393494,0,0,1600,900
40,9433,1391,230,188,138,1425.0,295.3125,0.9559784531593323,0.9401068687438965,0,0,1600,900
41,3328,1532,207,67,125,1575.0,210.9375,0.9556383490562439,0.9733648896217346,0,0,1600,900
42,1766,229,445,95,27,275.0,464.0625,0.9553382396697998,0.9765755534172058,0,0,1600,900
43,323,716,144,10,34,725.0,154.6875,0.9543288350105286,0.9785932898521423,0,0,1600,900
44,5706,197,445,126,75,275.0,492.1875,0.9535907506942749,0.959703803062439,0,0,1600,900
45,4941,1239,518,360,62,1425.0,548.4375,0.9515087008476257,0.9667661786079407,0,0,1600,900
46,17991,254,605,243,164,325.0,717.1875,0.9513154029846191,0.9752415418624878,0,0,1600,900
47,2338,985,0,257,28,1125.0,14.0625,0.9505288004875183,0.9830651879310608,0,0,1600,900
48,130667,204,526,670,371,575.0,689.0625,0.9504743814468384,0.9094031453132629,0,0,1600,900
49,2653,890,387,41,71,925.0,435.9375,0.9483239650726318,0.9865370392799377,0,0,1600,900
50,1382,194,551,30,63,225.0,548.4375,0.9468634724617004,0.9553508162498474,0,0,1600,900
51,7155,1013,326,81,123,1025.0,435.9375,0.9466578960418701,0.9562782049179077,0,0,1600,900
52,1696,1415,45,184,37,1525.0,70.3125,0.945374071598053,0.9876470565795898,0,0,1600,900
53,2587,530,325,71,60,575.0,323.4375,0.9451362490653992,0.9703083634376526,0,0,1600,900
54,6297,1098,304,127,88,1175.0,351.5625,0.9437373280525208,0.9559416770935059,0,0,1600,900
55,2406,1252,391,46,70,1275.0,407.8125,0.9430045485496521,0.9766106009483337,0,0,1600,900
56,5774,172,354,29,322,175.0,632.8125,0.9422798752784729,0.963593065738678,0,0,1600,900
57,3867,1045,826,417,73,1375.0,885.9375,0.9415154457092285,0.9762634038925171,0,0,1600,900
58,3294,685,396,59,76,725.0,435.9375,0.9411441087722778,0.9732973575592041,0,0,1600,900
59,1062,1400,4,93,19,1475.0,14.0625,0.9398892521858215,0.9740500450134277,0,0,1600,900
60,336,1208,182,18,18,1225.0,182.8125,0.9393404126167297,0.9882352948188782,0,0,1600,900
61,409,628,140,11,36,625.0,154.6875,0.9391396045684814,0.9902676343917847,0,0,1600,900
62,402,669,472,14,29,675.0,492.1875,0.9388879537582397,0.9900990128517151,0,0,1600,900
63,942,951,425,27,50,975.0,464.0625,0.938293993473053,0.9842271208763123,0,0,1600,900
64,2392,1235,305,47,81,1275.0,351.5625,0.9379724860191345,0.9494702816009521,0,0,1600,900
65,2837,471,576,60,101,525.0,632.8125,0.9377609491348267,0.9757028818130493,0,0,1600,900
66,778,208,0,29,88,225.0,14.0625,0.9376869201660156,0.9772151708602905,0,0,1600,900
67,461,774,462,19,24,775.0,464.0625,0.9375285506248474,0.9740820527076721,0,0,1600,900
68,4784,531,326,69,129,575.0,407.8125,0.9367986917495728,0.9567435383796692,0,0,1600,900
69,14613,223,570,392,268,275.0,773.4375,0.9359827637672424,0.9021541476249695,0,0,1600,900
70,3528,633,339,51,132,675.0,435.9375,0.9359338283538818,0.9305136203765869,0,0,1600,900
71,1979,830,321,48,60,875.0,351.5625,0.9343191981315613,0.975012481212616,0,0,1600,900
72,110494,820,557,779,340,825.0,885.9375,0.9324977993965149,0.9720101952552795,0,0,1600,900
73,1022,126,304,32,36,125.0,323.4375,0.9319806098937988,0.967432975769043,0,0,1600,900
74,870,1223,428,32,35,1225.0,464.0625,0.931484043598175,0.9694570302963257,0,0,1600,900
75,30298,923,247,648,182,975.0,295.3125,0.9290825128555298,0.9222148656845093,0,0,1600,900
76,7420,1152,333,78,201,1225.0,407.8125,0.9290226101875305,0.939960777759552,0,0,1600,900
77,2643,366,400,23,220,375.0,604.6875,0.9285182356834412,0.9745604395866394,0,0,1600,900
78,6495,1421,175,114,94,1425.0,239.0625,0.9272246956825256,0.9653292894363403,0,0,1600,900
79,249,315,154,21,15,325.0,154.6875,0.9261654019355774,0.980079710483551,0,0,1600,900
80,256,669,509,10,28,675.0,520.3125,0.9251567125320435,0.9845559597015381,0,0,1600,900
81,310,1121,178,19,17,1125.0,182.8125,0.924572765827179,0.9716088175773621,0,0,1600,900
82,223,1068,178,15,15,1075.0,182.8125,0.9234362244606018,0.9647576808929443,0,0,1600,900
83,2617,1003,451,68,45,1025.0,492.1875,0.9230684041976929,0.9701886773109436,0,0,1600,900
84,2327,957,387,49,60,975.0,407.8125,0.9207918047904968,0.9633838534355164,0,0,1600,900
85,275,1569,624,30,12,1575.0,632.8125,0.9207071661949158,0.97826087474823,0,0,1600,900
86,253,1012,176,18,14,1025.0,182.8125,0.9204910397529602,0.9843137264251709,0,0,1600,900
87,1359,504,400,26,76,525.0,464.0625,0.918641984462738,0.9796066880226135,0,0,1600,900
88,2940,366,400,61,220,375.0,604.6875,0.9179935455322266,0.9705192446708679,0,0,1600,900
89,2952,1252,319,47,192,1275.0,464.0625,0.9170794486999512,0.9210611581802368,0,0,1600,900
90,2056,752,391,39,66,775.0,435.9375,0.9169140458106995,0.9721555709838867,0,0,1600,900
91,4957,750,596,83,303,775.0,885.9375,0.9135230183601379,0.9034101963043213,0,0,1600,900
92,2259,1328,404,49,57,1375.0,435.9375,0.9134376049041748,0.9751200079917908,0,0,1600,900
93,6904,138,740,66,134,175.0,829.6875,0.9116211533546448,0.969874382019043,0,0,1600,900
94,8737,1283,206,107,116,1325.0,267.1875,0.9115206599235535,0.9569120407104492,0,0,1600,900
95,1385,1386,205,60,30,1425.0,210.9375,0.9110794067382812,0.9750178456306458,0,0,1600,900
96,281,911,170,18,16,925.0,182.8125,0.9062227606773376,0.9652777910232544,0,0,1600,900
97,5001,515,572,106,99,575.0,604.6875,0.9058752059936523,0.9621568918228149,0,0,1600,900
98,403,1075,460,22,18,1075.0,464.0625,0.905630886554718,0.9754902124404907,0,0,1600,900
99,212,523,513,7,32,525.0,520.3125,0.9051819443702698,0.9719626307487488,0,0,1600,900
100,10974,1353,316,246,89,1425.0,351.5625,0.9043786525726318,0.9472424387931824,0,0,1600,900
101,2269,0,486,52,43,25.0,520.3125,0.903555691242218,0.9717268347740173,0,0,1600,900
102,6633,673,349,225,41,775.0,351.5625,0.9034175872802734,0.9402134418487549,0,0,1600,900
103,865,502,367,47,25,525.0,379.6875,0.9029842019081116,0.9649321436882019,0,0,1600,900
104,482,91,0,34,23,125.0,14.0625,0.9021243453025818,0.9754098653793335,0,0,1600,900
105,1005,310,404,46,30,325.0,407.8125,0.9014780521392822,0.9725759029388428,0,0,1600,900
106,562,471,528,14,40,475.0,548.4375,0.898195207118988,0.951724112033844,0,0,1600,900
107,4076,751,389,78,68,775.0,407.8125,0.8969725370407104,0.9350618720054626,0,0,1600,900
108,6646,1253,173,203,58,1325.0,182.8125,0.896083652973175,0.9556924700737,0,0,1600,900
109,657,910,362,34,24,925.0,379.6875,0.8920588493347168,0.9653614163398743,0,0,1600,900
110,580,668,476,14,61,675.0,520.3125,0.8882718086242676,0.9146141409873962,0,0,1600,900
111,1611,190,664,50,98,225.0,689.0625,0.8859345316886902,0.9449485540390015,0,0,1600,900
112,1946,406,410,22,198,425.0,435.9375,0.8853346109390259,0.9675456285476685,0,0,1600,900
