id,area,bbox_x0,bbox_y0,bbox_w,bbox_h,point_input_x,point_input_y,predicted_iou,stability_score,crop_box_x0,crop_box_y0,crop_box_w,crop_box_h
0,278840,282,0,1012,414,1225.0,154.6875,1.029104471206665,0.9264676570892334,0,0,1600,900
1,168239,704,509,895,388,925.0,773.4375,1.0202454328536987,0.9536047577857971,0,0,1600,900
2,47306,1400,151,196,472,1475.0,407.8125,1.0193495750427246,0.9787923693656921,0,0,1600,900
3,14725,1061,307,105,252,1075.0,379.6875,1.0133882761001587,0.9801600575447083,0,0,1600,900
4,28614,1200,192,379,386,1325.0,407.8125,1.0120149850845337,0.980238139629364,0,0,1600,900
5,136625,659,0,940,419,825.0,42.1875,1.0095233917236328,0.9627102017402649,0,0,1600,900
6,28221,1200,192,129,386,1225.0,492.1875,1.0054336786270142,0.9819509983062744,0,0,1600,900
7,3929,461,0,252,47,675.0,42.1875,0.9982785582542419,0.9891194105148315,0,0,1600,900
8,2282,1020,129,113,40,1075.0,154.6875,0.9925287961959839,0.9912739992141724,0,0,1600,900
9,5745,1131,306,85,88,1175.0,379.6875,0.9914526343345642,0.9803380370140076,0,0,1600,900
10,118634,387,509,591,388,775.0,885.9375,0.9913625717163086,0.9784941077232361,0,0,1600,900
11,103887,0,638,535,259,375.0,689.0625,0.9890354871749878,0.9545105695724487,0,0,1600,900
12,9744,691,516,336,383,875.0,745.3125,0.9876468777656555,0.9820938110351562,0,0,1600,900
13,3710,254,0,38,118,275.0,14.0625,0.9850937724113464,0.9860851168632507,0,0,1600,900
14,28016,387,599,230,299,575.0,717.1875,0.9847871661186218,0.9748476147651672,0,0,1600,900
15,99304,250,286,317,364,425.0,379.6875,0.9845547676086426,0.9721987247467041,0,0,1600,900
16,4245,881,353,92,70,925.0,379.6875,0.9833511710166931,0.9748603105545044,0,0,1600,900
17,23190,741,299,298,129,1025.0,351.5625,0.9818978309631348,0.9700059294700623,0,0,1600,900
18,6686,1399,359,79,117,1475.0,435.9375,0.9789275527000427,0.9722549915313721,0,0,1600,900
19,1389,1017,207,54,32,1025.0,210.9375,0.9782114028930664,0.9885386824607849,0,0,1600,900
20,1454,566,372,48,32,575.0,379.6875,0.9779520034790039,0.9876881241798401,0,0,1600,900
21,1452,366,564,50,30,375.0,576.5625,0.9776989221572876,0.9829699993133545,0,0,1600,900
22,13128,304,291,165,82,325.0,351.5625,0.9773899912834167,0.9830418825149536,0,0,1600,900
23,38209,829,518,770,204,1375.0,660.9375,0.9768553376197815,0.9650083780288696,0,0,1600,900
24,53815,0,0,293,474,25.0,154.6875,0.976500391960144,0.9430458545684814,0,0,1600,900
25,27943,72,182,133,369,175.0,323.4375,0.9742861986160278,0.9649936556816101,0,0,1600,900
26,677,0,656,33,23,25.0,660.9375,0.9734213352203369,0.9853372573852539,0,0,1600,900
27,3367,97,615,173,66,225.0,632.8125,0.9707878232002258,0.9785420298576355,0,0,1600,900
28,23371,0,535,269,127,175.0,576.5625,0.9686596393585205,0.9602165222167969,0,0,1600,900
29,3367,1441,850,158,49,1525.0,857.8125,0.9645801782608032,0.9811875224113464,0,0,1600,900
30,1811,584,200,62,34,625.0,210.9375,0.9643444418907166,0.9786768555641174,0,0,1600,900
31,17908,0,420,261,121,175.0,492.1875,0.9640167951583862,0.9625431299209595,0,0,1600,900
32,1954,511,192,65,35,525.0,210.9375,0.961965024471283,0.9811992049217224,0,0,1600,900
33,56180,984,397,615,217,1375.0,548.4375,0.9599646925926208,0.947738766670227,0,0,1600,900
34,6502,0,161,38,219,25.0,239.0625,0.9592506885528564,0.9292708039283752,0,0,1600,900
35,2466,418,407,28,93,425.0,492.1875,0.958773136138916,0.9866935610771179,0,0,1600,900
36,6353,567,416,87,119,625.0,520.3125,0.9550719261169434,0.9616037011146545,0,0,1600,900
37,3698,548,562,50,101,575.0,576.5625,0.9549537897109985,0.9585987329483032,0,0,1600,900
38,2510,0,267,38,70,25.0,323.4375,0.9549170732498169,0.9850039482116699,0,0,1600,900
39,3509,5,616,88,47,25.0,632.8125,0.9520475268363953,0.9743878245353699,0,0,1600,900
40,1293,362,478,55,23,375.0,492.1875,0.9514061808586121,0.9694656729698181,0,0,1600,900
41,11123,209,196,100,223,225.0,379.6875,0.950208842754364,0.9613957405090332,0,0,1600,900
42,1072,1081,229,136,29,1125.0,239.0625,0.9500253200531006,0.9842737913131714,0,0,1600,900
43,2090,0,390,103,42,75.0,407.8125,0.9494761228561401,0.9726027250289917,0,0,1600,900
44,2276,1205,454,48,64,1225.0,492.1875,0.9494410157203674,0.9761284589767456,0,0,1600,900
45,10165,0,629,296,132,75.0,717.1875,0.9492174386978149,0.9559276103973389,0,0,1600,900
46,953,1144,161,122,32,1225.0,182.8125,0.9490306973457336,0.9802699685096741,0,0,1600,900
47,9979,543,452,83,222,575.0,576.5625,0.9477040767669678,0.9617239236831665,0,0,1600,900
48,800,474,564,44,18,475.0,576.5625,0.9468330144882202,0.9888476133346558,0,0,1600,900
49,554,1025,90,35,24,1025.0,98.4375,0.9467276930809021,0.9856630563735962,0,0,1600,900
50,20724,298,170,713,107,875.0,239.0625,0.946006178855896,0.9526861310005188,0,0,1600,900
51,1009,1123,126,87,23,1125.0,126.5625,0.9449204802513123,0.9823182821273804,0,0,1600,900
52,7722,169,0,133,117,275.0,42.1875,0.9448724985122681,0.982280433177948,0,0,1600,900
53,2630,446,431,40,69,475.0,464.0625,0.9444902539253235,0.9760299921035767,0,0,1600,900
54,1335,111,541,18,117,125.0,576.5625,0.9438899755477905,0.982962965965271,0,0,1600,900
55,1678,655,208,58,33,675.0,210.9375,0.9425904154777527,0.9770047068595886,0,0,1600,900
56,5062,0,693,137,69,25.0,717.1875,0.9415596127510071,0.971222996711731,0,0,1600,900
57,2268,1018,454,47,93,1025.0,492.1875,0.9406887292861938,0.9794580340385437,0,0,1600,900
58,2462,322,408,29,93,325.0,492.1875,0.9405202269554138,0.9790828824043274,0,0,1600,900
59,3629,169,0,87,56,225.0,14.0625,0.9394735097885132,0.976132333278656,0,0,1600,900
60,13641,34,0,42,597,75.0,70.3125,0.9388383030891418,0.9354130029678345,0,0,1600,900
61,3597,756,369,55,97,775.0,464.0625,0.9361675977706909,0.9714207053184509,0,0,1600,900
62,322,270,522,20,19,275.0,520.3125,0.9358370900154114,0.9754601120948792,0,0,1600,900
63,358,463,392,21,18,475.0,407.8125,0.9352284073829651,0.9752747416496277,0,0,1600,900
64,1730,518,301,10,220,525.0,407.8125,0.9341978430747986,0.9703534841537476,0,0,1600,900
65,773,857,394,31,32,875.0,407.8125,0.9327107071876526,0.9833971858024597,0,0,1600,900
66,183,863,38,19,13,875.0,42.1875,0.9322797060012817,0.9838709831237793,0,0,1600,900
67,1455,193,268,37,44,225.0,295.3125,0.9319542646408081,0.979619562625885,0,0,1600,900
68,10028,1039,289,177,147,1175.0,323.4375,0.9299342632293701,0.9502671360969543,0,0,1600,900
69,972,1160,397,37,31,1175.0,407.8125,0.9278835654258728,0.9816513657569885,0,0,1600,900
70,1232,668,364,40,46,675.0,379.6875,0.9271756410598755,0.9799518585205078,0,0,1600,900
71,4274,1036,314,63,123,1075.0,351.5625,0.9269114136695862,0.9675862193107605,0,0,1600,900
72,2232,293,371,49,57,325.0,379.6875,0.9267489314079285,0.9524017572402954,0,0,1600,900
73,14995,1061,218,186,340,1075.0,379.6875,0.9236579537391663,0.9537549614906311,0,0,1600,900
74,1389,912,432,33,58,925.0,435.9375,0.9214306473731995,0.9730496406555176,0,0,1600,900
75,10119,1174,721,425,178,1375.0,801.5625,0.9203649759292603,0.9401496052742004,0,0,1600,900
76,1235,202,408,38,36,225.0,435.9375,0.918815016746521,0.9648281335830688,0,0,1600,900
77,4320,964,360,38,176,975.0,435.9375,0.9183014631271362,0.9679034948348999,0,0,1600,900
78,1175,59,459,29,105,75.0,520.3125,0.9182025790214539,0.9671993255615234,0,0,1600,900
79,1397,0,340,34,43,25.0,379.6875,0.9131601452827454,0.9621583819389343,0,0,1600,900
80,1432,712,421,29,58,725.0,464.0625,0.9128828644752502,0.9813019633293152,0,0,1600,900
81,15913,251,501,273,63,325.0,548.4375,0.9125425219535828,0.9638012051582336,0,0,1600,900
82,3168,348,431,70,46,375.0,464.0625,0.912240207195282,0.9846922755241394,0,0,1600,900
83,5657,236,195,72,111,275.0,267.1875,0.9091025590896606,0.9621753692626953,0,0,1600,900
